age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augmentation_salaire_precedente_pourcent,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
33,M,2277,Divorce,RessourcesHumaines,RessourcesHumaines,3,7,4,3,4,3,1,2,3,4,3,Oui,0.11,Non,1,4,3,2,RessourcesHumaines,Occasionnel,0,3
32,M,2795,Celibataire,Consulting,Consultant,1,1,1,0,1,3,1,4,3,1,4,Oui,0.24,Oui,0,2,25,4,InfraCloud,Occasionnel,0,1
29,F,2532,Divorce,Consulting,Consultant,6,8,4,3,1,2,1,4,3,3,3,Non,0.14,Non,3,5,7,1,TransformationDigitale,Occasionnel,0,3
44,M,2559,Marie,Consulting,AssistantdeDirection,1,8,8,7,2,3,1,1,4,3,3,Oui,0.13,Non,0,0,9,2,InfraCloud,Occasionnel,7,1
28,M,4908,Celibataire,Commercial,CadreCommercial,1,4,4,2,1,3,2,4,2,3,3,Non,0.14,Non,0,3,5,4,TransformationDigitale,Occasionnel,0,2
58,M,2380,Divorce,Consulting,Consultant,9,3,1,0,4,2,1,4,4,2,3,Oui,0.14,Oui,1,3,2,1,InfraCloud,Frequent,0,0
43,F,4765,Divorce,Consulting,TechLead,4,4,1,0,1,3,2,2,3,4,4,Non,0.21,Non,1,2,8,3,InfraCloud,Occasionnel,0,0
20,F,2044,Celibataire,Commercial,ReprésentantCommercial,1,2,2,2,3,2,1,3,4,2,3,Non,0.13,Oui,0,3,2,3,TransformationDigitale,Occasionnel,0,2
21,F,2693,Celibataire,Consulting,AssistantdeDirection,1,1,1,0,4,3,1,4,1,2,3,Non,0.19,Oui,0,3,18,1,Autre,Occasionnel,0,0
36,M,6586,Marie,Consulting,Manager,0,17,16,8,3,3,2,4,1,2,3,Oui,0.17,Non,1,2,14,1,InfraCloud,Occasionnel,4,11
47,F,3294,Celibataire,Commercial,ReprésentantCommercial,1,3,3,2,4,2,1,4,1,2,3,Oui,0.18,Non,0,3,2,4,InfraCloud,Occasionnel,1,2
22,F,4171,Marie,Consulting,TechLead,0,4,3,2,2,3,2,3,1,4,3,Oui,0.19,Oui,1,3,3,1,InfraCloud,Occasionnel,0,2
41,F,2778,Divorce,Consulting,Consultant,4,10,7,7,2,1,1,4,3,2,3,Oui,0.13,Oui,1,1,2,4,InfraCloud,Occasionnel,1,0
28,F,2377,Divorce,Consulting,AssistantdeDirection,5,6,2,2,3,3,1,3,2,3,3,Non,0.18,Non,1,2,9,3,TransformationDigitale,Occasionnel,2,2
39,M,2404,Marie,Consulting,Consultant,7,8,2,2,4,3,1,1,4,1,4,Oui,0.21,Oui,0,2,6,3,TransformationDigitale,Occasionnel,2,2
27,F,2318,Celibataire,Consulting,AssistantdeDirection,1,1,1,1,2,3,1,3,3,3,3,Non,0.19,Non,0,2,4,3,InfraCloud,Occasionnel,0,0
34,M,2008,Divorce,Consulting,Consultant,1,1,1,0,2,3,1,2,2,3,3,Non,0.14,Non,2,3,10,3,InfraCloud,Occasionnel,1,0
42,F,6244,Celibataire,Commercial,CadreCommercial,7,10,5,4,3,2,2,3,1,3,3,Non,0.17,Non,0,6,14,2,TransformationDigitale,Occasionnel,0,3
33,M,2799,Celibataire,Consulting,AssistantdeDirection,3,6,3,2,3,2,1,1,2,3,3,Oui,0.11,Non,0,1,1,4,Autre,Occasionnel,0,2
58,F,10552,Divorce,Consulting,Manager,2,24,6,0,3,2,3,2,4,3,3,Oui,0.13,Non,1,3,5,3,Entrepreunariat,Occasionnel,0,4
31,M,2329,Marie,Commercial,ReprésentantCommercial,3,13,7,7,2,2,1,3,2,4,3,Non,0.15,Non,0,2,7,4,InfraCloud,Occasionnel,5,2
35,F,4014,Marie,Consulting,Manager,1,10,10,6,4,3,2,4,4,1,4,Oui,0.25,Non,1,2,21,1,InfraCloud,Occasionnel,0,7
49,F,7403,Marie,Consulting,Consultant,4,29,26,9,1,3,3,2,3,2,3,Non,0.11,Non,1,3,8,2,Autre,Occasionnel,1,7
48,M,2259,Marie,Consulting,AssistantdeDirection,4,13,0,0,4,3,1,3,1,2,3,Non,0.17,Non,2,2,20,4,TransformationDigitale,Occasionnel,0,0
31,F,6932,Marie,Commercial,CadreCommercial,1,9,9,8,4,3,2,3,4,2,3,Non,0.13,Non,1,2,20,2,Marketing,Aucun,0,0
36,M,4678,Celibataire,Consulting,AssistantdeDirection,2,8,6,2,2,3,1,4,3,3,3,Non,0.18,Non,0,6,7,4,Autre,Occasionnel,0,1
38,F,13582,Marie,Consulting,DirecteurTechnique,1,15,15,12,4,3,3,1,2,3,3,Non,0.13,Non,1,3,1,3,Entrepreunariat,Occasionnel,5,11
32,F,2332,Marie,Consulting,Consultant,6,5,3,0,3,2,1,2,3,3,4,Non,0.2,Non,0,3,1,3,InfraCloud,Aucun,0,2
25,M,2413,Marie,Commercial,ReprésentantCommercial,1,1,1,0,3,2,1,2,3,3,3,Oui,0.18,Oui,3,2,19,2,Marketing,Occasionnel,0,0
40,M,9705,Divorce,Commercial,CadreCommercial,2,11,1,0,1,2,3,2,2,2,3,Non,0.12,Non,1,2,10,4,Marketing,Occasionnel,0,0
26,M,4294,Celibataire,Commercial,CadreCommercial,1,7,7,7,3,2,2,1,2,3,3,Non,0.12,Non,0,2,1,3,TransformationDigitale,Frequent,0,7
41,M,4721,Celibataire,Consulting,Consultant,2,20,18,13,4,3,1,1,3,3,3,Oui,0.13,Non,0,3,6,3,TransformationDigitale,Occasionnel,2,17
36,M,2519,Celibataire,Consulting,Consultant,4,16,11,8,3,3,1,3,3,3,4,Non,0.21,Non,0,6,2,4,TransformationDigitale,Occasionnel,3,9
19,M,2121,Celibataire,Commercial,ReprésentantCommercial,1,1,1,0,4,2,1,2,2,4,3,Oui,0.13,Oui,0,3,21,3,Autre,Occasionnel,0,0
20,M,2973,Celibataire,Consulting,Consultant,1,1,1,0,1,3,1,1,2,3,3,Non,0.19,Oui,0,2,4,3,Entrepreunariat,Occasionnel,0,0
31,F,5855,Marie,Consulting,Manager,0,10,9,7,4,3,2,4,3,1,3,Oui,0.11,Non,2,2,12,3,TransformationDigitale,Occasionnel,8,5
40,M,3617,Divorce,Consulting,AssistantdeDirection,8,3,1,1,4,3,1,2,4,3,3,Oui,0.14,Non,1,2,9,4,TransformationDigitale,Frequent,0,0
32,F,6725,Marie,Consulting,TechLead,1,8,8,7,3,3,2,1,3,4,3,Non,0.12,Non,1,2,3,4,TransformationDigitale,Occasionnel,6,3
36,M,10325,Marie,Commercial,CadreCommercial,1,16,16,7,3,2,3,4,1,3,3,Oui,0.11,Oui,1,6,3,1,InfraCloud,Occasionnel,3,7
33,F,6949,Celibataire,Consulting,Manager,0,6,5,0,2,2,2,4,1,3,3,Non,0.14,Non,0,3,1,3,InfraCloud,Occasionnel,1,4
37,M,10609,Marie,Commercial,CadreCommercial,5,17,14,1,1,2,3,3,3,1,3,Non,0.11,Oui,0,2,1,4,InfraCloud,Occasionnel,11,7
45,M,4447,Marie,Consulting,Consultant,1,9,9,7,3,3,2,2,2,2,3,Non,0.12,Non,0,5,4,2,InfraCloud,Aucun,0,8
29,F,2157,Marie,Commercial,ReprésentantCommercial,1,3,3,1,3,3,1,4,2,3,3,Non,0.15,Non,1,5,20,3,Entrepreunariat,Frequent,0,2
35,F,4601,Marie,Commercial,CadreCommercial,1,5,5,2,3,3,2,3,2,3,3,Non,0.16,Non,0,3,18,3,TransformationDigitale,Occasionnel,1,0
52,M,17099,Marie,Consulting,SeniorManager,2,26,9,8,4,3,4,4,2,2,3,Non,0.15,Non,1,2,1,2,InfraCloud,Occasionnel,7,8
58,M,2479,Celibataire,Consulting,AssistantdeDirection,4,7,1,0,4,3,1,3,1,3,4,Non,0.24,Oui,0,4,2,3,Entrepreunariat,Occasionnel,0,0
53,M,14852,Divorce,Commercial,SeniorManager,6,22,17,13,3,3,4,3,3,4,3,Non,0.13,Non,1,3,2,2,TransformationDigitale,Occasionnel,15,2
30,M,7264,Divorce,Commercial,CadreCommercial,5,10,8,4,3,3,3,3,1,4,3,Non,0.11,Non,1,2,8,2,Autre,Occasionnel,7,7
38,F,5666,Celibataire,Commercial,CadreCommercial,1,6,5,3,3,3,2,4,2,3,3,Oui,0.13,Non,0,1,10,3,Entrepreunariat,Aucun,1,3
35,M,7823,Divorce,Commercial,CadreCommercial,6,12,10,9,4,3,3,4,2,3,3,Non,0.13,Non,1,2,3,4,InfraCloud,Occasionnel,0,8
39,M,7880,Celibataire,Commercial,CadreCommercial,0,9,8,7,1,4,3,3,4,3,3,Non,0.18,Non,0,3,2,5,InfraCloud,Occasionnel,0,7
40,F,13194,Celibataire,Commercial,CadreCommercial,4,22,1,0,2,4,4,2,4,2,3,Oui,0.16,Oui,0,2,24,3,InfraCloud,Aucun,0,0
47,M,5067,Divorce,Consulting,TechLead,1,20,19,10,3,4,2,3,3,4,3,Oui,0.19,Non,0,3,16,4,TransformationDigitale,Frequent,2,7
36,M,5079,Divorce,Commercial,CadreCommercial,4,12,7,7,1,3,2,4,4,3,3,Non,0.13,Non,2,3,8,4,Entrepreunariat,Aucun,0,7
31,M,2321,Celibataire,Consulting,AssistantdeDirection,0,4,3,2,3,2,1,1,1,3,4,Oui,0.22,Oui,0,0,9,2,TransformationDigitale,Aucun,1,2
33,M,17444,Celibataire,Commercial,SeniorManager,1,10,10,8,4,3,4,3,4,3,3,Non,0.11,Non,0,2,17,3,InfraCloud,Aucun,6,0
29,F,2404,Celibataire,Consulting,AssistantdeDirection,6,3,0,0,4,2,1,1,3,3,4,Oui,0.2,Oui,0,5,10,3,InfraCloud,Occasionnel,0,0
33,F,3452,Celibataire,Consulting,AssistantdeDirection,3,5,3,2,2,3,1,4,1,3,3,Non,0.18,Non,0,4,13,1,InfraCloud,Occasionnel,0,2
45,F,2270,Divorce,Consulting,Consultant,3,8,5,3,4,3,1,4,4,3,3,Non,0.14,Non,2,2,1,4,TransformationDigitale,Occasionnel,0,2
50,M,17399,Divorce,Consulting,DirecteurTechnique,9,32,5,4,4,3,4,4,3,2,4,Non,0.22,Non,1,1,1,2,TransformationDigitale,Occasionnel,1,3
33,F,5488,Marie,Consulting,Manager,1,6,6,5,3,4,2,2,1,3,3,Oui,0.13,Non,1,2,1,4,Autre,Frequent,1,2
41,M,19419,Divorce,Consulting,DirecteurTechnique,2,21,18,16,1,3,5,3,2,4,3,Non,0.17,Non,1,2,9,3,TransformationDigitale,Frequent,0,11
27,F,2811,Marie,Consulting,Consultant,9,4,2,2,3,3,1,2,2,3,3,Non,0.14,Non,1,2,16,4,Entrepreunariat,Occasionnel,2,2
45,M,3633,Marie,Consulting,Consultant,1,9,9,8,4,3,2,1,3,3,3,Oui,0.15,Non,1,2,23,2,InfraCloud,Aucun,0,8
47,F,4163,Celibataire,Commercial,CadreCommercial,1,9,9,0,4,3,2,4,3,3,3,Oui,0.17,Non,0,0,4,2,InfraCloud,Occasionnel,0,7
30,F,2132,Marie,Consulting,AssistantdeDirection,4,7,5,2,1,3,1,3,2,3,3,Oui,0.11,Oui,0,2,22,3,InfraCloud,Occasionnel,0,1
50,M,13973,Marie,Consulting,TechLead,3,22,12,11,4,3,4,3,4,3,3,Oui,0.18,Non,1,2,24,3,InfraCloud,Occasionnel,1,5
38,M,2684,Marie,Consulting,AssistantdeDirection,0,3,2,1,3,3,1,3,2,2,3,Non,0.17,Non,1,0,10,1,TransformationDigitale,Frequent,0,2
46,M,10845,Divorce,Consulting,TechLead,6,13,8,7,4,3,3,3,2,3,3,Non,0.13,Non,1,3,7,2,TransformationDigitale,Occasionnel,0,7
24,F,4377,Divorce,Consulting,TechLead,1,5,4,2,4,2,2,3,2,3,3,Non,0.15,Non,2,6,17,1,TransformationDigitale,Occasionnel,3,2
35,M,3743,Divorce,Consulting,Consultant,1,5,4,2,3,2,1,2,4,1,4,Oui,0.24,Oui,1,2,14,4,Autre,Occasionnel,0,2
31,F,4148,Marie,Consulting,TechLead,1,4,4,3,3,3,2,1,3,3,3,Non,0.12,Non,1,1,1,1,InfraCloud,Frequent,0,3
18,M,1051,Celibataire,Consulting,AssistantdeDirection,1,0,0,0,2,3,1,4,4,3,3,Non,0.15,Non,0,2,5,2,InfraCloud,Aucun,0,0
54,F,10739,Marie,Consulting,TechLead,8,22,10,7,3,3,3,3,3,3,3,Non,0.11,Non,1,2,17,3,Entrepreunariat,Occasionnel,0,8
35,F,10388,Divorce,Consulting,Manager,1,16,16,10,3,3,3,3,3,2,3,Oui,0.11,Non,1,3,25,4,TransformationDigitale,Occasionnel,10,1
30,F,11416,Marie,Consulting,DirecteurTechnique,0,9,8,7,2,4,3,1,3,2,3,Oui,0.12,Non,3,4,8,2,InfraCloud,Occasionnel,1,7
20,F,2600,Celibataire,Consulting,AssistantdeDirection,1,1,1,0,4,2,1,1,1,3,3,Oui,0.15,Oui,0,2,11,3,TransformationDigitale,Occasionnel,0,0
30,F,2422,Celibataire,Consulting,Consultant,0,4,3,2,2,3,1,2,1,3,3,Non,0.17,Oui,0,3,5,3,TransformationDigitale,Frequent,1,2
26,M,5472,Marie,Consulting,TechLead,1,8,8,7,4,4,2,4,2,3,3,Non,0.12,Non,0,2,2,2,TransformationDigitale,Occasionnel,1,3
22,M,2451,Marie,Consulting,Consultant,1,4,4,3,2,1,1,1,1,2,3,Non,0.15,Non,1,3,8,1,InfraCloud,Occasionnel,1,1
48,M,4240,Celibataire,Consulting,Manager,2,19,2,2,1,2,2,3,4,3,3,Non,0.13,Non,0,0,6,3,InfraCloud,Occasionnel,2,2
48,M,10999,Celibataire,Consulting,Manager,7,27,15,11,3,2,3,3,2,3,3,Non,0.14,Non,0,3,4,4,InfraCloud,Occasionnel,4,8
41,F,5003,Celibataire,Consulting,TechLead,6,8,2,2,4,3,2,3,2,3,3,Non,0.14,Non,0,6,7,2,TransformationDigitale,Occasionnel,2,1
39,F,12742,Marie,Consulting,TechLead,1,21,21,6,4,2,4,4,3,3,3,Non,0.16,Non,1,3,1,1,InfraCloud,Occasionnel,11,8
27,F,4227,Marie,Consulting,TechLead,0,4,3,2,1,3,2,4,2,3,3,Non,0.18,Non,1,2,2,4,InfraCloud,Occasionnel,2,2
35,M,3917,Divorce,Consulting,Consultant,1,3,3,2,2,3,1,4,1,2,4,Non,0.2,Non,1,4,10,3,Autre,Occasionnel,1,2
42,M,18303,Marie,Commercial,SeniorManager,6,21,1,0,4,3,5,3,2,4,3,Non,0.13,Non,0,3,5,2,Marketing,Occasionnel,0,0
50,M,2380,Marie,Consulting,Consultant,4,8,1,0,1,3,1,4,2,3,3,Non,0.18,Non,0,5,9,3,InfraCloud,Occasionnel,0,0
59,F,13726,Celibataire,Consulting,TechLead,3,30,5,3,3,2,4,4,1,3,3,Oui,0.13,Non,0,4,2,3,InfraCloud,Occasionnel,4,3
37,F,4777,Marie,Consulting,Manager,5,15,1,0,1,1,2,2,1,1,3,Non,0.15,Oui,0,2,11,2,TransformationDigitale,Occasionnel,0,0
55,M,6385,Marie,Consulting,Manager,3,17,8,7,3,3,2,2,4,3,3,Oui,0.14,Non,2,3,18,4,TransformationDigitale,Frequent,6,7
41,F,19973,Divorce,Consulting,DirecteurTechnique,1,21,21,16,2,1,5,3,2,3,4,Non,0.22,Non,2,3,7,1,InfraCloud,Aucun,5,10
38,M,6861,Celibataire,Commercial,CadreCommercial,8,19,1,0,2,3,2,4,3,3,3,Oui,0.12,Non,0,1,3,4,InfraCloud,Occasionnel,0,0
26,M,4969,Celibataire,Commercial,CadreCommercial,8,7,2,2,2,1,2,1,4,3,3,Non,0.18,Oui,0,6,29,2,TransformationDigitale,Aucun,2,2
52,F,19845,Marie,Commercial,SeniorManager,1,33,32,14,1,1,5,4,4,3,3,Non,0.15,Oui,1,3,2,1,Marketing,Occasionnel,6,9
44,F,13320,Marie,Commercial,CadreCommercial,3,23,12,11,4,4,4,4,3,3,3,Oui,0.18,Non,1,2,28,3,TransformationDigitale,Occasionnel,11,11
50,F,6347,Marie,Commercial,CadreCommercial,0,19,18,7,4,3,2,3,1,3,3,Non,0.12,Non,1,3,1,3,InfraCloud,Aucun,0,13
36,F,2743,Celibataire,Consulting,Consultant,1,18,17,13,3,4,1,1,3,3,3,Non,0.16,Oui,0,1,16,4,InfraCloud,Occasionnel,15,14
39,F,10880,Celibataire,Consulting,TechLead,1,21,21,6,4,3,3,1,3,3,3,Oui,0.13,Non,0,2,22,3,TransformationDigitale,Frequent,2,8
33,F,2342,Celibataire,Commercial,ReprésentantCommercial,0,3,2,2,2,2,1,4,4,2,3,Non,0.19,Non,0,2,8,1,InfraCloud,Aucun,2,2
45,F,17650,Marie,Commercial,SeniorManager,3,26,9,3,4,3,4,4,2,4,3,Non,0.13,Non,1,4,11,2,InfraCloud,Occasionnel,1,1
32,F,4025,Celibataire,Consulting,Consultant,9,10,8,7,4,3,1,3,2,3,3,Non,0.12,Non,0,2,29,4,TransformationDigitale,Aucun,7,7
34,M,9725,Divorce,Commercial,CadreCommercial,0,16,15,1,2,4,2,4,4,2,3,Non,0.11,Non,1,2,1,4,Marketing,Occasionnel,0,9
59,M,11904,Marie,Commercial,SeniorManager,3,14,6,4,2,3,3,4,3,1,3,Oui,0.14,Non,1,1,1,2,Entrepreunariat,Occasionnel,0,4
45,M,2177,Celibataire,RessourcesHumaines,RessourcesHumaines,1,6,6,3,2,3,1,2,1,3,3,Non,0.16,Non,0,3,24,4,TransformationDigitale,Occasionnel,0,4
53,F,7525,Marie,Commercial,CadreCommercial,2,30,15,7,3,2,3,2,1,3,3,Non,0.12,Non,1,2,2,3,Marketing,Frequent,6,12
36,M,4834,Divorce,Consulting,Consultant,7,9,1,0,1,3,2,3,2,2,3,Non,0.14,Oui,1,3,15,3,Autre,Occasionnel,0,0
26,M,2042,Marie,Consulting,AssistantdeDirection,6,6,3,2,1,3,1,1,2,3,3,Oui,0.14,Oui,1,2,2,3,InfraCloud,Frequent,1,2
34,F,2220,Marie,Commercial,ReprésentantCommercial,1,1,1,1,3,3,1,3,4,3,3,Oui,0.19,Non,1,2,10,4,InfraCloud,Occasionnel,0,0
28,M,1052,Marie,Commercial,ReprésentantCommercial,1,1,1,0,4,3,1,2,2,3,4,Non,0.22,Non,0,5,10,1,TransformationDigitale,Occasionnel,0,0
38,M,2821,Marie,Consulting,AssistantdeDirection,3,8,2,2,3,3,1,3,1,3,3,Non,0.16,Non,1,2,3,4,Autre,Frequent,2,2
50,M,19237,Marie,Consulting,DirecteurTechnique,2,29,8,1,2,3,5,3,4,2,3,Oui,0.11,Non,1,2,2,4,TransformationDigitale,Occasionnel,7,7
37,F,4107,Celibataire,Consulting,Manager,3,8,4,3,4,3,2,2,1,2,3,Non,0.15,Non,0,3,3,3,Autre,Occasionnel,0,1
40,M,8396,Marie,Commercial,CadreCommercial,1,8,7,7,3,3,2,1,2,2,3,Non,0.14,Non,1,3,26,3,Marketing,Occasionnel,7,5
26,F,2007,Divorce,Consulting,AssistantdeDirection,1,5,5,3,1,2,1,3,3,3,3,Non,0.13,Non,2,5,1,1,TransformationDigitale,Frequent,1,3
46,M,19627,Divorce,Consulting,DirecteurTechnique,9,23,2,2,4,3,5,4,4,3,3,Non,0.17,Non,2,0,1,4,TransformationDigitale,Occasionnel,2,2
54,F,10686,Marie,Commercial,CadreCommercial,6,13,9,4,3,2,3,3,2,3,3,Non,0.11,Non,1,4,2,4,InfraCloud,Occasionnel,7,0
56,F,2942,Marie,Consulting,AssistantdeDirection,2,18,5,4,1,3,1,3,2,3,3,Non,0.19,Non,1,4,9,3,TransformationDigitale,Frequent,0,3
36,F,8858,Celibataire,Consulting,TechLead,0,15,14,8,4,2,3,4,2,2,3,Non,0.11,Non,0,2,12,5,TransformationDigitale,Occasionnel,7,8
55,M,16756,Celibataire,Consulting,SeniorManager,7,31,9,7,3,2,4,1,2,4,3,Non,0.15,Non,0,3,2,1,TransformationDigitale,Aucun,6,2
43,M,10798,Divorce,Commercial,CadreCommercial,5,18,1,0,3,2,3,4,3,3,3,Non,0.13,Non,1,5,25,3,TransformationDigitale,Occasionnel,0,0
20,F,2323,Celibataire,Commercial,ReprésentantCommercial,1,2,2,2,4,3,1,4,2,3,3,Oui,0.14,Oui,0,3,9,3,Marketing,Frequent,0,2
21,F,1416,Celibataire,Consulting,Consultant,1,1,1,0,3,2,1,1,1,2,3,Non,0.13,Oui,0,6,10,3,InfraCloud,Occasionnel,1,0
46,F,4615,Divorce,Consulting,AssistantdeDirection,8,19,16,13,4,2,2,1,1,3,4,Oui,0.23,Non,3,2,8,4,InfraCloud,Occasionnel,1,7
51,M,2461,Marie,Consulting,AssistantdeDirection,9,18,10,0,1,3,1,3,3,4,3,Oui,0.12,Oui,3,2,4,4,InfraCloud,Occasionnel,2,7
28,M,8722,Celibataire,Consulting,Manager,1,10,10,7,2,2,3,1,1,2,3,Non,0.12,Oui,0,2,24,2,Entrepreunariat,Aucun,1,9
26,M,3955,Marie,Consulting,Consultant,1,6,5,3,1,2,1,1,1,3,3,Non,0.16,Non,2,2,1,2,TransformationDigitale,Occasionnel,1,3
30,M,9957,Marie,Consulting,TechLead,0,7,6,2,3,3,2,1,3,2,3,Non,0.15,Non,1,1,20,3,Autre,Occasionnel,0,2
41,F,3376,Marie,Consulting,AssistantdeDirection,1,10,10,6,2,4,1,3,3,3,3,Non,0.13,Non,0,3,7,2,Entrepreunariat,Occasionnel,0,8
38,F,8823,Marie,Consulting,Manager,0,20,19,9,3,2,3,3,1,2,3,Non,0.18,Non,1,4,17,1,InfraCloud,Occasionnel,1,9
40,M,10322,Marie,Consulting,Manager,4,14,11,10,1,3,3,4,4,3,4,Non,0.2,Non,1,6,20,4,Entrepreunariat,Occasionnel,11,1
27,M,4621,Marie,Consulting,Consultant,1,3,3,2,1,1,1,3,4,3,3,Non,0.19,Non,3,4,8,5,InfraCloud,Aucun,1,2
55,M,10976,Marie,Consulting,TechLead,3,23,3,2,4,3,3,2,2,3,3,Non,0.18,Non,1,4,2,1,InfraCloud,Frequent,1,2
28,F,3660,Celibataire,Consulting,AssistantdeDirection,3,10,8,7,3,3,2,3,4,4,3,Non,0.13,Non,0,4,10,3,Autre,Occasionnel,1,7
44,M,10482,Marie,RessourcesHumaines,RessourcesHumaines,9,24,20,6,2,2,3,1,4,3,3,Non,0.14,Oui,1,1,1,2,TransformationDigitale,Occasionnel,3,6
33,M,7119,Divorce,Consulting,Manager,4,9,3,2,4,2,3,4,3,3,3,Non,0.15,Non,1,2,5,3,InfraCloud,Occasionnel,1,2
35,M,9582,Celibataire,Commercial,CadreCommercial,0,9,8,7,4,3,3,1,1,3,4,Oui,0.22,Oui,0,2,4,3,Entrepreunariat,Occasionnel,4,7
33,F,4508,Celibataire,Consulting,AssistantdeDirection,1,14,13,7,1,2,2,3,2,3,4,Non,0.22,Oui,0,4,29,4,TransformationDigitale,Frequent,3,8
28,M,2207,Divorce,Consulting,Consultant,1,4,4,2,1,3,1,3,4,2,3,Non,0.16,Non,1,5,15,2,InfraCloud,Occasionnel,2,2
34,M,7756,Celibataire,Consulting,Manager,0,7,6,2,1,3,2,4,3,2,3,Non,0.17,Non,0,1,3,1,InfraCloud,Frequent,0,4
37,F,6694,Divorce,Commercial,CadreCommercial,2,8,1,0,4,2,2,4,3,3,3,Oui,0.14,Non,3,5,10,4,InfraCloud,Occasionnel,0,0
25,M,3691,Marie,Consulting,Consultant,1,7,7,7,4,3,1,4,2,4,3,Oui,0.15,Oui,1,3,4,1,Entrepreunariat,Occasionnel,5,6
26,M,2377,Divorce,Consulting,Consultant,1,1,1,1,1,3,1,3,3,2,4,Non,0.2,Oui,1,0,21,3,TransformationDigitale,Occasionnel,0,0
33,M,2313,Celibataire,Consulting,AssistantdeDirection,4,5,2,2,1,2,1,2,2,3,4,Oui,0.2,Oui,0,0,25,3,TransformationDigitale,Occasionnel,2,2
42,M,17665,Marie,Consulting,SeniorManager,0,23,22,6,4,3,4,1,4,3,3,Non,0.17,Non,1,3,2,2,TransformationDigitale,Occasionnel,13,7
28,M,2596,Divorce,Consulting,Consultant,1,1,1,0,1,2,1,2,1,3,3,Non,0.15,Oui,2,2,1,3,TransformationDigitale,Frequent,0,0
50,M,4728,Celibataire,Commercial,CadreCommercial,3,5,0,0,4,3,2,3,4,3,3,Oui,0.14,Oui,0,4,1,4,Autre,Frequent,0,0
33,F,4302,Marie,Commercial,CadreCommercial,0,4,3,2,4,3,2,2,3,3,3,Non,0.17,Non,1,3,7,3,InfraCloud,Frequent,0,2
34,M,2979,Marie,Consulting,AssistantdeDirection,3,6,0,0,3,2,1,4,4,3,3,Non,0.17,Non,3,2,3,4,InfraCloud,Aucun,0,0
48,M,16885,Celibataire,Consulting,SeniorManager,2,27,5,4,1,4,4,4,3,2,4,Non,0.22,Non,0,3,1,4,TransformationDigitale,Aucun,2,1
45,F,5593,Marie,Commercial,CadreCommercial,1,15,15,10,2,2,2,3,4,3,3,Non,0.13,Non,1,2,9,4,InfraCloud,Aucun,4,12
52,M,10445,Celibataire,Consulting,Manager,7,18,8,6,2,3,3,2,4,3,3,Non,0.19,Non,0,4,7,4,InfraCloud,Occasionnel,4,0
38,M,8740,Divorce,Commercial,CadreCommercial,0,9,8,7,3,2,3,3,2,3,3,Oui,0.14,Non,2,2,10,4,Marketing,Occasionnel,2,7
29,F,2514,Divorce,Consulting,AssistantdeDirection,4,11,7,5,3,3,1,4,1,3,4,Non,0.22,Non,1,1,28,4,InfraCloud,Occasionnel,1,7
28,F,7655,Divorce,Consulting,TechLead,0,10,9,7,4,3,3,2,2,2,3,Non,0.17,Non,3,3,3,3,TransformationDigitale,Occasionnel,1,7
46,M,17465,Marie,Commercial,SeniorManager,3,23,12,9,1,3,4,3,4,3,3,Non,0.12,Non,1,3,3,1,Marketing,Occasionnel,4,9
38,M,7351,Celibataire,Commercial,CadreCommercial,7,10,1,0,4,3,3,2,3,3,3,Non,0.16,Non,0,2,2,2,Marketing,Occasionnel,0,0
43,F,10820,Marie,Consulting,TechLead,8,18,8,7,3,3,3,1,3,3,3,Non,0.11,Non,1,1,27,3,InfraCloud,Frequent,0,1
39,M,12169,Divorce,Consulting,Manager,7,21,18,7,1,3,4,4,4,3,3,Non,0.11,Oui,3,4,2,3,InfraCloud,Frequent,11,5
40,M,19626,Celibataire,Consulting,DirecteurTechnique,1,21,20,7,3,2,5,3,1,4,3,Non,0.14,Non,0,2,14,3,TransformationDigitale,Occasionnel,4,9
21,F,2070,Celibataire,Consulting,AssistantdeDirection,1,2,2,2,4,2,1,2,3,4,3,Oui,0.11,Non,0,6,1,1,Entrepreunariat,Occasionnel,2,2
39,M,6782,Celibataire,Consulting,Consultant,9,9,5,4,3,3,2,2,3,2,3,Non,0.15,Non,0,2,9,3,InfraCloud,Aucun,0,3
36,M,7779,Celibataire,Consulting,TechLead,2,18,11,9,1,3,2,4,1,3,4,Non,0.2,Non,0,0,18,4,InfraCloud,Aucun,0,9
31,M,2791,Marie,Commercial,ReprésentantCommercial,0,3,2,2,3,4,1,4,1,3,3,Non,0.12,Non,1,4,20,3,InfraCloud,Frequent,2,2
28,M,3201,Marie,Consulting,AssistantdeDirection,0,6,5,3,1,2,1,2,1,1,3,Non,0.17,Non,0,2,2,1,InfraCloud,Occasionnel,0,4
